AÑO;DISTRITO;BARRIO;Ingenieros y licenciados. Personal de alta dirección;Ingenieros técnicos, peritos y ayudantes titulados;Jefes administrativos y de taller;Ayudantes no titulados;Oficiales administrativos;Subalternos;Auxiliares administrativos;Oficiales de primera y segunda;Oficiales de tercera y especialistas;Peones;Trabajadores menores de 18 años;No consta
2019;14. Moratalaz;143. Marroquina;1.853;1.007;750;407;1.430;532;1.295;712;426;539;0;352
2019;14. Moratalaz;144. Media Legua;919;535;385;249;771;355;824;492;361;506;0;269
2019;14. Moratalaz;145. Fontarrón;529;384;303;234;735;457;872;743;470;674;0;487
2019;14. Moratalaz;146. Vinateros;705;479;355;226;852;384;908;575;351;507;0;353
2019;15. Ciudad Lineal;15. Ciudad Lineal;;;;;;;;;;;;
2019;15. Ciudad Lineal;15. Ciudad Lineal;14.173;5.978;4.933;2.846;10.166;4.680;10.677;6.634;4.527;6.426;4;5.096
2019;15. Ciudad Lineal;151. Ventas;1.791;1.186;965;648;2.294;1.359;2.729;1.914;1.347;1.812;2;1.493
2019;15. Ciudad Lineal;152. Pueblo Nuevo;2.384;1.571;1.286;870;3.018;1.562;3.409;2.599;1.728;2.586;1;1.876
2019;15. Ciudad Lineal;153. Quintana;1.231;699;512;355;1.214;605;1.419;814;612;871;0;741
2019;15. Ciudad Lineal;154. Concepción;1.487;644;486;287;1.022;462;998;506;392;509;0;413
2019;15. Ciudad Lineal;155. San Pascual;1.521;589;504;224;922;313;797;411;224;346;1;212
2019;15. Ciudad Lineal;156. San Juan Bautista;1.632;400;368;143;555;119;394;138;74;84;0;93
2019;15. Ciudad Lineal;157. Colina;840;215;173;56;262;69;218;80;35;57;0;66
2019;15. Ciudad Lineal;158. Atalaya;207;34;39;13;45;16;42;6;4;9;0;14
2019;15. Ciudad Lineal;159. Costillares;3.080;640;600;250;834;175;671;166;111;152;0;188
2019;16. Hortaleza;16. Hortaleza;;;;;;;;;;;;
2019;16. Hortaleza;16. Hortaleza;17.820;6.342;5.425;2.735;9.693;3.049;8.243;4.721;2.548;3.481;2;2.189
2019;16. Hortaleza;161. Palomas;981;195;198;52;222;33;185;32;21;34;0;37
2019;16. Hortaleza;162. Piovera;2.102;393;377;135;541;100;373;116;63;87;0;200
2019;16. Hortaleza;163. Canillas;2.894;1.307;1.120;597;2.110;791;1.815;1.105;619;794;0;457
2019;16. Hortaleza;164. Pinar del Rey;2.703;1.382;1.153;772;2.671;1.242;2.812;1.929;1.109;1.573;0;957
2019;16. Hortaleza;165. Apóstol Santiago;821;431;319;231;799;332;753;568;290;477;1;248
2019;16. Hortaleza;166. Valdefuentes;8.319;2.634;2.258;948;3.350;551;2.305;971;446;516;1;290
2019;17. Villaverde;17. Villaverde;;;;;;;;;;;;
2019;17. Villaverde;17. Villaverde;3.051;2.742;2.318;2.060;6.227;4.076;7.372;7.815;5.228;7.852;2;4.314
2019;17. Villaverde;171. Villaverde Alto, Casco Histórico de Villaverde;764;662;610;545;1.767;1.269;2.212;2.430;1.704;2.706;0;1.311
2019;17. Villaverde;172. San Cristóbal;83;71;75;128;308;408;547;859;710;1.125;2;647
2019;17. Villaverde;173. Butarque;604;554;449;391;1.126;550;1.190;1.082;610;825;0;384
2019;17. Villaverde;174. Los Rosales;924;808;699;585;1.697;1.067;1.906;2.035;1.222;1.862;0;1.225
2019;17. Villaverde;175. Ángeles;676;647;485;411;1.329;782;1.517;1.409;982;1.334;0;747
2019;18. Villa de Vallecas;18. Villa de Vallecas;;;;;;;;;;;;
2019;18. Villa de Vallecas;18. Villa de Vallecas;4.907;3.787;2.907;1.972;6.672;2.872;6.758;5.529;2.976;4.450;4;1.737
2019;18. Villa de Vallecas;181. Casco Histórico de Vallecas;617;574;501;521;1.662;1.157;2.120;2.355;1.355;2.359;1;880
2019;18. Villa de Vallecas;182. Santa Eugenia;1.110;751;617;413;1.339;608;1.329;991;531;827;0;484
2019;18. Villa de Vallecas;183. Ensanche de Vallecas;3.180;2.462;1.789;1.038;3.671;1.107;3.309;2.183;1.090;1.264;3;373
2019;19. Vicálvaro;19. Vicálvaro;;;;;;;;;;;;
2019;19. Vicálvaro;19. Vicálvaro;2.950;2.259;1.895;1.202;4.052;1.742;3.824;3.443;1.868;2.897;4;1.343
2019;19. Vicálvaro;191. Casco Histórico de Vicálvaro;590;536;475;404;1.355;913;1.663;1.929;1.165;1.970;2;1.078
2019;19. Vicálvaro;192. Valdebernardo;968;723;587;350;1.091;428;997;672;365;540;0;172
2019;19. Vicálvaro;193. Valderribas;1.312;920;760;411;1.477;354;1.065;742;298;333;2;76
2019;19. Vicálvaro;194. El Cañaveral;80;80;73;37;129;47;99;100;40;54;0;17
2019;20. San Blas-Canillejas;20. San Blas-Canillejas;;;;;;;;;;;;
2019;20. San Blas-Canillejas;20. San Blas-Canillejas;8.657;4.370;3.934;2.535;8.431;3.699;8.348;6.375;3.707;5.741;1;2.849
2019;20. San Blas-Canillejas;201. Simancas;1.522;648;667;419;1.375;689;1.479;1.160;739;1.169;0;774
2019;20. San Blas-Canillejas;202. Hellín;123;136;115;124;429;280;541;484;302;529;0;194
2019;20. San Blas-Canillejas;203. Amposta;89;91;100;127;336;267;420;423;316;553;0;241
2019;20. San Blas-Canillejas;204. Arcos;780;550;496;359;1.164;660;1.347;1.284;712;1.185;0;421
2019;20. San Blas-Canillejas;205. Rosas;2.481;1.348;1.142;636;2.088;601;1.738;1.024;514;615;0;267
2019;20. San Blas-Canillejas;206. Rejas;1.495;610;577;307;1.069;289;856;523;256;366;0;175
2019;20. San Blas-Canillejas;207. Canillejas;999;604;522;381;1.404;750;1.459;1.279;751;1.216;0;695
2019;20. San Blas-Canillejas;208. El Salvador;1.168;383;315;182;566;163;508;198;117;108;1;82
2019;21. Barajas;21. Barajas;;;;;;;;;;;;
2019;21. Barajas;21. Barajas;4.440;1.567;1.398;745;3.020;967;2.040;1.350;850;1.061;0;386
2019;21. Barajas;211. Alameda de Osuna;2.037;653;566;282;1.081;210;709;262;157;166;0;92
2019;21. Barajas;212. Aeropuerto;12;19;10;33;80;57;74;94;59;130;0;68
2019;21. Barajas;213. Casco Histórico de Barajas;224;120;139;116;489;298;394;439;276;380;0;112
2019;21. Barajas;214. Timón;998;507;389;231;952;332;617;488;300;336;0;82
2019;21. Barajas;215. Corralejos;1.169;268;294;83;418;70;246;67;58;49;0;32
2020;01. Centro;01. Centro;;;;;;;;;;;;
2020;01. Centro;01. Centro;13.965;4.312;3.726;1.949;6.558;2.690;5.959;3.173;2.128;2.387;0;1.544
2020;01. Centro;011. Palacio;2.335;769;661;339;1.103;409;986;420;295;255;0;198
2020;01. Centro;012. Embajadores;3.978;1.550;1.125;631;2.203;1.075;2.183;1.285;920;1.233;0;572
2020;01. Centro;013. Cortes;1.079;310;308;155;480;179;416;219;136;118;0;89
2020;01. Centro;014. Justicia;2.151;451;489;216;777;302;655;334;191;180;0;209
2020;01. Centro;015. Universidad;3.777;1.041;962;510;1.675;590;1.442;731;487;500;0;413
2020;01. Centro;016. Sol;645;191;181;98;320;135;277;184;99;101;0;63
2020;02. Arganzuela;02. Arganzuela;;;;;;;;;;;;
2020;02. Arganzuela;02. Arganzuela;17.332;7.230;4.858;2.411;7.644;2.375;6.472;3.149;1.835;2.220;0;1.790
2020;02. Arganzuela;021. Imperial;2.534;1.024;730;360;1.145;306;980;397;201;223;0;154
2020;02. Arganzuela;022. Acacias;4.209;1.785;1.164;588;1.797;487;1.399;619;327;366;0;233
2020;02. Arganzuela;023. Chopera;1.522;789;518;303;971;411;905;581;347;482;0;426
2020;02. Arganzuela;024. Legazpi;3.048;1.176;853;293;1.124;214;768;292;165;171;0;118
2020;02. Arganzuela;025. Delicias;3.225;1.327;853;458;1.361;473;1.167;593;339;457;0;375
2020;02. Arganzuela;026. Palos de Moguer;2.713;1.067;684;380;1.176;460;1.182;630;439;506;0;481
2020;02. Arganzuela;027. Atocha;81;62;56;29;70;24;71;37;17;15;0;3
2020;03. Retiro;03. Retiro;;;;;;;;;;;;
2020;03. Retiro;03. Retiro;14.373;4.543;3.153;1.435;4.902;1.745;3.967;1.384;836;987;0;1.179
2020;03. Retiro;031. Pacífico;3.611;1.353;903;477;1.581;520;1.299;481;327;364;0;383
2020;03. Retiro;032. Adelfas;2.315;891;573;275;946;268;724;283;166;187;0;125
2020;03. Retiro;033. Estrella;2.983;926;602;254;841;260;693;177;119;117;0;145
2020;03. Retiro;034. Ibiza;2.622;694;540;229;863;371;722;288;133;206;0;266
2020;03. Retiro;035. Los Jerónimos;761;175;151;79;196;123;168;55;28;43;0;98
2020;03. Retiro;036. Niño Jesús;2.081;504;384;121;475;203;361;100;63;70;0;162
2020;04. Salamanca;04. Salamanca;;;;;;;;;;;;
2020;04. Salamanca;04. Salamanca;17.964;4.314;3.694;1.464;5.742;2.432;4.852;1.601;908;1.169;0;2.303
2020;04. Salamanca;041. Recoletos;1.815;248;283;107;382;294;346;82;46;62;0;324
2020;04. Salamanca;042. Goya;3.752;808;733;274;1.169;496;975;335;204;191;0;389
2020;04. Salamanca;043. Fuente del Berro;2.401;760;625;258;1.015;337;855;340;193;250;0;295
2020;04. Salamanca;044. Guindalera;5.244;1.592;1.228;515;1.857;660;1.575;573;325;428;0;570
2020;04. Salamanca;045. Lista;2.657;597;527;187;810;353;700;188;92;147;0;299
2020;04. Salamanca;046. Castellana;2.095;309;298;123;509;292;401;83;48;91;0;426
2020;05. Chamartín;05. Chamartín;;;;;;;;;;;;
2020;05. Chamartín;05. Chamartín;20.236;4.393;3.606;1.576;5.685;1.973;4.415;1.385;910;1.026;0;2.320
2020;05. Chamartín;051. El Viso;2.431;299;337;108;469;243;430;85;45;70;0;529
2020;05. Chamartín;052. Prosperidad;4.516;1.368;977;510;1.768;558;1.418;541;342;366;0;489
2020;05. Chamartín;053. Ciudad Jardín;2.226;659;516;227;873;257;655;273;205;221;0;300
2020;05. Chamartín;054. Hispanoamérica;4.608;899;764;315;1.113;409;828;199;123;174;0;399
2020;05. Chamartín;055. Nueva España;3.994;566;559;221;798;303;564;130;92;100;0;416
2020;05. Chamartín;056. Castilla;2.461;602;453;195;664;203;520;157;103;95;0;187
2020;06. Tetuán;06. Tetuán;;;;;;;;;;;;
2020;06. Tetuán;06. Tetuán;13.389;4.891;3.637;2.023;6.962;3.147;6.942;4.618;3.244;4.257;1;5.392
2020;06. Tetuán;061. Bellas Vistas;2.041;870;579;371;1.158;620;1.307;902;754;873;1;1.259
2020;06. Tetuán;062. Cuatro Caminos;4.384;1.117;858;396;1.400;553;1.199;644;436;508;0;849
2020;06. Tetuán;063. Castillejos;2.480;641;558;238;911;305;763;357;210;287;0;419
2020;06. Tetuán;064. Almenara;1.408;660;459;281;1.027;527;1.122;758;485;803;0;628
2020;06. Tetuán;065. Valdeacederas;1.528;829;619;389;1.300;595;1.309;1.084;691;924;0;1.074
2020;06. Tetuán;066. Berruguete;1.548;774;564;348;1.166;547;1.242;873;668;862;0;1.163
2020;07. Chamberí;07. Chamberí;;;;;;;;;;;;
2020;07. Chamberí;07. Chamberí;18.978;4.357;3.520;1.517;5.525;2.337;4.534;1.530;980;1.236;0;2.087
2020;07. Chamberí;071. Gaztambide;3.028;824;550;257;912;381;768;244;166;192;0;320
2020;07. Chamberí;072. Arapiles;3.242;835;663;318;1.045;454;866;316;207;277;0;289
2020;07. Chamberí;073. Trafalgar;3.446;804;684;328;1.128;390;926;352;204;228;0;334
2020;07. Chamberí;074. Almagro;2.545;428;441;159;593;333;521;173;107;174;0;481
2020;07. Chamberí;075. Ríos Rosas;3.916;850;725;271;1.148;473;906;303;215;241;0;401
2020;07. Chamberí;076. Vallehermoso;2.801;616;457;184;699;306;547;142;81;124;0;262
2020;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;;;;;;;;;;;;
2020;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;26.399;9.222;7.029;3.562;11.113;3.694;9.539;4.761;2.712;3.810;4;3.289
2020;08. Fuencarral-El Pardo;081. El Pardo;148;78;61;129;139;112;142;95;74;120;0;25
2020;08. Fuencarral-El Pardo;082. Fuentelarreina;409;43;52;20;65;26;70;17;7;19;0;117
2020;08. Fuencarral-El Pardo;083. Peñagrande;3.851;1.653;1.145;648;2.003;690;1.853;924;516;741;0;588
2020;08. Fuencarral-El Pardo;084. Pilar;2.785;1.572;1.052;663;2.183;1.223;2.307;1.406;854;1.177;2;942
2020;08. Fuencarral-El Pardo;085. La Paz;3.873;1.318;847;363;1.371;320;1.012;368;175;216;0;212
2020;08. Fuencarral-El Pardo;086. Valverde;7.333;2.434;2.083;969;3.160;950;2.649;1.465;861;1.245;0;1.034
2020;08. Fuencarral-El Pardo;087. Mirasierra;4.915;1.286;1.051;462;1.286;247;963;309;147;201;2;295
2020;08. Fuencarral-El Pardo;088. El Goloso;3.085;838;738;308;906;126;543;177;78;91;0;76
2020;09. Moncloa-Aravaca;09. Moncloa-Aravaca;;;;;;;;;;;;
2020;09. Moncloa-Aravaca;09. Moncloa-Aravaca;13.449;3.550;2.774;1.266;4.465;1.592;3.996;1.739;976;1.373;1;2.142
2020;09. Moncloa-Aravaca;091. Casa de Campo;1.450;497;371;178;598;191;509;202;112;141;0;104
2020;09. Moncloa-Aravaca;092. Argüelles;2.888;699;515;234;889;413;777;285;170;225;0;332
2020;09. Moncloa-Aravaca;093. Ciudad Universitaria;2.034;489;348;173;509;166;443;156;62;124;0;228
2020;09. Moncloa-Aravaca;094. Valdezarza;2.038;1.010;702;408;1.348;613;1.372;814;467;645;1;572
2020;09. Moncloa-Aravaca;095. Valdemarín;1.057;104;118;45;157;12;129;22;9;12;0;191
2020;09. Moncloa-Aravaca;096. El Plantío;372;55;67;9;80;9;60;14;4;12;0;85
2020;09. Moncloa-Aravaca;097. Aravaca;3.610;696;653;219;884;188;706;246;152;214;0;630
2020;10. Latina;10. Latina;;;;;;;;;;;;
2020;10. Latina;10. Latina;9.133;6.517;4.822;3.298;10.729;5.475;11.376;8.862;5.555;7.543;0;7.366
2020;10. Latina;101. Los Cármenes;652;428;360;251;804;432;890;740;422;611;0;391
2020;10. Latina;102. Puerta del Ángel;1.806;1.079;808;547;1.913;944;2.024;1.515;1.011;1.359;0;1.418
2020;10. Latina;103. Lucero;1.438;1.049;749;496;1.598;840;1.740;1.299;910;1.169;0;1.179
2020;10. Latina;104. Aluche;2.371;1.818;1.213;871;2.823;1.494;2.927;2.315;1.449;2.043;0;2.185
2020;10. Latina;105. Campamento;748;505;368;264;756;421;810;671;423;622;0;856
2020;10. Latina;106. Cuatro Vientos;439;298;241;113;396;110;332;211;125;113;0;47
2020;10. Latina;107. Águilas;1.679;1.340;1.083;756;2.439;1.234;2.653;2.111;1.215;1.626;0;1.290
2020;11. Carabanchel;11. Carabanchel;;;;;;;;;;;;
2020;11. Carabanchel;11. Carabanchel;8.059;6.365;4.746;3.505;11.018;6.570;12.974;10.919;7.060;9.940;1;7.937
2020;11. Carabanchel;111. Comillas;955;611;404;300;959;571;1.166;808;547;715;0;544
2020;11. Carabanchel;112. Opañel;1.199;846;609;464;1.451;777;1.785;1.291;864;1.214;0;1.112
2020;11. Carabanchel;113. San Isidro;1.178;863;683;486;1.625;985;2.008;1.614;1.070;1.628;1;1.290
2020;11. Carabanchel;114. Vista Alegre;1.119;960;706;571;1.792;1.217;2.234;1.929;1.361;1.911;0;1.837
2020;11. Carabanchel;115. Puerta Bonita;747;655;502;447;1.280;949;1.696;1.663;1.122;1.583;0;1.245
2020;11. Carabanchel;116. Buenavista;1.991;1.745;1.321;845;2.717;1.268;2.595;2.252;1.161;1.612;0;821
2020;11. Carabanchel;117. Abrantes;870;685;521;392;1.194;803;1.490;1.362;935;1.277;0;1.088
2020;12. Usera;12. Usera;;;;;;;;;;;;
2020;12. Usera;12. Usera;3.113;2.586;1.976;1.747;5.244;3.689;6.820;6.196;4.386;6.543;4;4.353
2020;12. Usera;121. Orcasitas;516;503;410;346;1.119;617;1.221;1.084;623;990;0;366
2020;12. Usera;122. Orcasur;309;244;196;160;512;377;607;649;431;752;1;303
2020;12. Usera;123. San Fermín;556;448;364;295;987;697;1.170;1.059;653;1.170;0;591
2020;12. Usera;124. Almendrales;599;410;289;282;743;526;1.058;922;699;1.036;1;796
2020;12. Usera;125. Moscardó;652;536;379;319;941;671;1.296;1.043;847;1.134;0;1.023
2020;12. Usera;126. Zofío;282;252;186;166;475;386;711;663;495;657;0;524
2020;12. Usera;127. Pradolongo;199;193;152;179;467;415;757;776;638;804;2;750
2020;13. Puente de Vallecas;13. Puente de Vallecas;;;;;;;;;;;;
2020;13. Puente de Vallecas;13. Puente de Vallecas;4.717;4.192;3.503;3.036;9.360;6.547;12.373;11.977;7.518;12.537;4;7.081
2020;13. Puente de Vallecas;131. Entrevías;351;359;339;357;1.188;928;1.655;1.825;1.115;2.141;3;1.027
2020;13. Puente de Vallecas;132. San Diego;704;574;452;509;1.404;1.211;2.187;2.162;1.558;2.440;0;1.753
2020;13. Puente de Vallecas;133. Palomeras Bajas;1.132;1.008;831;692;1.907;1.056;2.286;2.027;1.190;1.833;0;1.009
2020;13. Puente de Vallecas;134. Palomeras Sureste;993;922;782;618;1.853;1.231;2.404;2.321;1.291;2.311;0;940
2020;13. Puente de Vallecas;135. Portazgo;432;445;372;309;1.025;789;1.395;1.465;863;1.545;1;747
2020;13. Puente de Vallecas;136. Numancia;1.105;884;727;551;1.983;1.332;2.446;2.177;1.501;2.267;0;1.605
2020;14. Moratalaz;14. Moratalaz;;;;;;;;;;;;
2020;14. Moratalaz;14. Moratalaz;5.081;3.170;2.263;1.321;4.463;1.949;4.569;2.891;1.739;2.429;2;1.740
2020;14. Moratalaz;141. Pavones;416;284;198;148;410;189;428;303;164;230;0;136
2020;14. Moratalaz;142. Horcajo;545;340;243;114;376;96;301;190;88;114;0;56
2020;14. Moratalaz;143. Marroquina;1.857;1.067;743;403;1.351;509;1.264;628;386;496;0;384
2020;14. Moratalaz;144. Media Legua;954;550;403;225;768;340;790;477;327;456;1;283
2020;14. Moratalaz;145. Fontarrón;556;405;316;215;741;452;886;729;432;638;0;523
2020;14. Moratalaz;146. Vinateros;753;524;360;216;817;363;900;564;342;495;1;358
2020;15. Ciudad Lineal;15. Ciudad Lineal;;;;;;;;;;;;
2020;15. Ciudad Lineal;15. Ciudad Lineal;14.801;6.352;4.998;2.830;10.053;4.500;10.392;6.312;4.183;5.881;3;5.235
2020;15. Ciudad Lineal;151. Ventas;1.954;1.305;1.004;661;2.303;1.298;2.663;1.824;1.258;1.706;1;1.500
2020;15. Ciudad Lineal;152. Pueblo Nuevo;2.446;1.641;1.283;835;3.007;1.539;3.383;2.526;1.635;2.352;1;1.949
2020;15. Ciudad Lineal;153. Quintana;1.302;743;550;367;1.212;565;1.367;802;545;802;0;757
2020;15. Ciudad Lineal;154. Concepción;1.549;709;503;298;1.015;444;957;445;365;431;0;425
2020;15. Ciudad Lineal;155. San Pascual;1.567;596;490;205;852;297;771;367;213;318;0;229
2020;15. Ciudad Lineal;156. San Juan Bautista;1.738;410;362;144;547;109;397;127;62;76;1;94
2020;15. Ciudad Lineal;157. Colina;856;226;179;56;261;70;204;70;22;56;0;61
2020;15. Ciudad Lineal;158. Atalaya;206;41;38;8;50;13;41;7;3;6;0;12
2020;15. Ciudad Lineal;159. Costillares;3.183;681;589;256;806;165;609;144;80;134;0;208
2020;16. Hortaleza;16. Hortaleza;;;;;;;;;;;;
2020;16. Hortaleza;16. Hortaleza;18.799;6.752;5.542;2.676;9.652;2.949;8.043;4.426;2.242;3.230;0;2.322
2020;16. Hortaleza;161. Palomas;989;195;189;52;216;34;168;34;14;20;0;42
2020;16. Hortaleza;162. Piovera;2.125;384;374;139;517;79;375;96;45;79;0;216
2020;16. Hortaleza;163. Canillas;2.982;1.344;1.109;572;2.076;757;1.786;1.017;545;702;0;479
2020;16. Hortaleza;164. Pinar del Rey;2.785;1.490;1.144;723;2.654;1.164;2.717;1.796;971;1.460;0;973
2020;16. Hortaleza;165. Apóstol Santiago;854;468;325;221;756;345;741;533;256;441;0;275
2020;16. Hortaleza;166. Valdefuentes;9.064;2.871;2.401;969;3.433;570;2.256;950;411;528;0;337
2020;17. Villaverde;17. Villaverde;;;;;;;;;;;;
2020;17. Villaverde;17. Villaverde;3.142;2.973;2.383;2.056;6.178;4.021;7.459;7.622;4.958;7.374;3;4.739
2020;17. Villaverde;171. Villaverde Alto, Casco Histórico de Villaverde;746;711;631;548;1.731;1.244;2.233;2.407;1.628;2.446;2;1.439
2020;17. Villaverde;172. San Cristóbal;84;79;74;135;294;426;548;849;658;1.067;0;700
2020;17. Villaverde;173. Butarque;662;617;479;411;1.194;556;1.231;1.079;592;786;0;432
2020;17. Villaverde;174. Los Rosales;920;841;705;559;1.637;1.025;1.894;1.916;1.130;1.830;1;1.304
2020;17. Villaverde;175. Ángeles;730;725;494;403;1.322;770;1.553;1.371;950;1.245;0;864
2020;18. Villa de Vallecas;18. Villa de Vallecas;;;;;;;;;;;;
2020;18. Villa de Vallecas;18. Villa de Vallecas;5.193;4.078;3.043;1.988;6.703;2.809;6.879;5.338;2.829;4.286;1;1.841
2020;18. Villa de Vallecas;181. Casco Histórico de Vallecas;612;631;538;501;1.649;1.118;2.161;2.225;1.310;2.247;0;926
2020;18. Villa de Vallecas;182. Santa Eugenia;1.171;828;616;400;1.305;581;1.288;928;471;764;0;484
2020;18. Villa de Vallecas;183. Ensanche de Vallecas;3.410;2.619;1.889;1.087;3.749;1.110;3.430;2.185;1.048;1.275;1;431
2020;19. Vicálvaro;19. Vicálvaro;;;;;;;;;;;;
2020;19. Vicálvaro;19. Vicálvaro;3.150;2.416;1.934;1.181;4.136;1.740;3.902;3.347;1.810;2.718;0;1.345
2020;19. Vicálvaro;191. Casco Histórico de Vicálvaro;693;623;521;414;1.453;947;1.779;1.921;1.161;1.830;0;1.065
2020;19. Vicálvaro;192. Valdebernardo;1.021;735;580;345;1.069;400;988;624;332;511;0;183
2020;19. Vicálvaro;193. Valderribas;1.332;980;770;390;1.469;349;1.035;705;269;317;0;82
2020;19. Vicálvaro;194. El Cañaveral;104;78;63;32;145;44;100;97;48;60;0;15
2020;20. San Blas-Canillejas;20. San Blas-Canillejas;;;;;;;;;;;;
2020;20. San Blas-Canillejas;20. San Blas-Canillejas;8.968;4.587;3.972;2.455;8.280;3.590;8.219;6.017;3.408;5.355;2;2.983
2020;20. San Blas-Canillejas;201. Simancas;1.578;679;674;411;1.374;677;1.499;1.090;701;1.099;1;776
2020;20. San Blas-Canillejas;202. Hellín;144;155;127;118;404;285;535;448;316;471;0;201
2020;20. San Blas-Canillejas;203. Amposta;95;99;113;117;331;269;425;447;302;523;0;259
2020;20. San Blas-Canillejas;204. Arcos;816;577;500;357;1.156;645;1.351;1.222;619;1.130;0;465
2020;20. San Blas-Canillejas;205. Rosas;2.554;1.409;1.159;622;2.018;591;1.661;942;464;555;0;268
2020;20. San Blas-Canillejas;206. Rejas;1.562;644;581;297;1.057;262;853;488;233;361;1;184
2020;20. San Blas-Canillejas;207. Canillejas;1.026;646;506;361;1.405;717;1.415;1.202;668;1.114;0;744
2020;20. San Blas-Canillejas;208. El Salvador;1.193;378;312;172;535;144;480;178;105;102;0;86
2020;21. Barajas;21. Barajas;;;;;;;;;;;;
2020;21. Barajas;21. Barajas;4.622;1.650;1.434;729;2.982;932;1.945;1.288;738;971;0;408
2020;21. Barajas;211. Alameda de Osuna;2.114;702;592;268;1.077;197;638;236;139;134;0;97
2020;21. Barajas;212. Aeropuerto;9;19;12;35;86;55;77;97;50;126;0;67
2020;21. Barajas;213. Casco Histórico de Barajas;229;133;132;113;485;290;375;414;247;345;0;125
2020;21. Barajas;214. Timón;1.060;529;416;232;927;329;620;469;270;320;0;89
2020;21. Barajas;215. Corralejos;1.210;267;282;81;407;61;235;72;32;46;0;30
