AÑO;DISTRITO;BARRIO;Actividades de creación, artísticas y espectáculos;Actividades de bibliotecas, archivos, museos y otras actividades culturales;Actividades de juegos de azar y apuestas;Actividades deportivas, recreativas y de entretenimiento
2018;21. Barajas;213. Casco Histórico de Barajas;0;0;2;4
2018;21. Barajas;214. Timón;0;0;1;6
2018;21. Barajas;215. Corralejos;0;3;1;5
2019;01. Centro;01. Centro;;;;
2019;01. Centro;01. Centro;87;36;73;137
2019;01. Centro;011. Palacio;11;4;5;30
2019;01. Centro;012. Embajadores;21;8;19;15
2019;01. Centro;013. Cortes;10;8;8;23
2019;01. Centro;014. Justicia;8;8;13;20
2019;01. Centro;015. Universidad;29;5;9;30
2019;01. Centro;016. Sol;8;3;19;19
2019;02. Arganzuela;02. Arganzuela;;;;
2019;02. Arganzuela;02. Arganzuela;22;10;45;74
2019;02. Arganzuela;021. Imperial;1;1;7;14
2019;02. Arganzuela;022. Acacias;7;2;7;25
2019;02. Arganzuela;023. Chopera;6;3;6;7
2019;02. Arganzuela;024. Legazpi;0;1;1;9
2019;02. Arganzuela;025. Delicias;2;2;8;7
2019;02. Arganzuela;026. Palos de Moguer;6;1;16;12
2019;02. Arganzuela;027. Atocha;0;0;3;1
2019;03. Retiro;03. Retiro;;;;
2019;03. Retiro;03. Retiro;11;4;5;30
2019;03. Retiro;031. Pacífico;22;20;60;149
2019;03. Retiro;032. Adelfas;0;1;3;6
2019;03. Retiro;033. Estrella;0;0;2;8
2019;03. Retiro;034. Ibiza;1;0;7;5
2019;03. Retiro;035. Los Jerónimos;1;10;1;6
2019;03. Retiro;036. Niño Jesús;0;0;4;8
2019;04. Salamanca;04. Salamanca;;;;
2019;04. Salamanca;04. Salamanca;20;9;43;116
2019;04. Salamanca;041. Recoletos;1;3;3;18
2019;04. Salamanca;042. Goya;1;2;16;19
2019;04. Salamanca;043. Fuente del Berro;5;1;5;18
2019;04. Salamanca;044. Guindalera;11;2;7;25
2019;04. Salamanca;045. Lista;2;0;6;15
2019;04. Salamanca;046. Castellana;0;1;6;21
2019;05. Chamartín;05. Chamartín;;;;
2019;05. Chamartín;05. Chamartín;13;8;38;98
2019;05. Chamartín;051. El Viso;0;2;3;25
2019;05. Chamartín;052. Prosperidad;2;0;10;15
2019;05. Chamartín;053. Ciudad Jardín;7;3;6;8
2019;05. Chamartín;054. Hispanoamérica;1;1;9;27
2019;05. Chamartín;055. Nueva España;3;0;5;12
2019;05. Chamartín;056. Castilla;0;2;5;11
2019;06. Tetuán;06. Tetuán;;;;
2019;06. Tetuán;06. Tetuán;12;8;66;93
2019;06. Tetuán;061. Bellas Vistas;4;2;15;7
2019;06. Tetuán;062. Cuatro Caminos;3;3;17;38
2019;06. Tetuán;063. Castillejos;1;0;15;21
2019;06. Tetuán;064. Almenara;1;1;4;10
2019;06. Tetuán;065. Valdeacederas;0;1;8;7
2019;06. Tetuán;066. Berruguete;3;1;7;10
2019;07. Chamberí;07. Chamberí;;;;
2019;07. Chamberí;07. Chamberí;20;10;49;80
2019;07. Chamberí;071. Gaztambide;3;1;12;19
2019;07. Chamberí;072. Arapiles;5;1;13;10
2019;07. Chamberí;073. Trafalgar;7;2;9;21
2019;07. Chamberí;074. Almagro;4;1;5;7
2019;07. Chamberí;075. Ríos Rosas;0;5;4;14
2019;07. Chamberí;076. Vallehermoso;1;0;6;9
2019;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;;;;
2019;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;10;10;36;74
2019;08. Fuencarral-El Pardo;081. El Pardo;1;4;1;7
2019;08. Fuencarral-El Pardo;082. Fuentelarreina;0;0;0;1
2019;08. Fuencarral-El Pardo;083. Peñagrande;2;1;5;13
2019;08. Fuencarral-El Pardo;084. Pilar;4;3;16;15
2019;08. Fuencarral-El Pardo;085. La Paz;0;2;4;7
2019;08. Fuencarral-El Pardo;086. Valverde;3;0;10;31
2019;08. Fuencarral-El Pardo;087. Mirasierra;0;0;2;13
2019;08. Fuencarral-El Pardo;088. El Goloso;0;5;1;20
2019;09. Moncloa-Aravaca;09. Moncloa-Aravaca;;;;
2019;09. Moncloa-Aravaca;09. Moncloa-Aravaca;3;16;16;76
2019;09. Moncloa-Aravaca;091. Casa de Campo;3;4;2;16
2019;09. Moncloa-Aravaca;092. Argüelles;0;5;8;11
2019;09. Moncloa-Aravaca;093. Ciudad Universitaria;0;5;1;38
2019;09. Moncloa-Aravaca;094. Valdezarza;0;2;4;8
2019;09. Moncloa-Aravaca;095. Valdemarín;0;0;0;2
2019;09. Moncloa-Aravaca;096. El Plantío;0;0;1;1
2019;09. Moncloa-Aravaca;097. Aravaca;0;1;5;12
2019;10. Latina;10. Latina;;;;
2019;10. Latina;10. Latina;17;11;49;63
2019;10. Latina;101. Los Cármenes;4;0;3;15
2019;10. Latina;102. Puerta del Ángel;5;1;14;10
2019;10. Latina;103. Lucero;3;4;7;11
2019;10. Latina;104. Aluche;5;3;21;22
2019;10. Latina;105. Campamento;0;1;4;3
2019;10. Latina;106. Cuatro Vientos;0;2;0;2
2019;10. Latina;107. Águilas;2;4;6;15
2019;11. Carabanchel;11. Carabanchel;;;;
2019;11. Carabanchel;11. Carabanchel;18;13;79;84
2019;11. Carabanchel;111. Comillas;6;0;8;11
2019;11. Carabanchel;112. Opañel;1;4;13;9
2019;11. Carabanchel;113. San Isidro;2;1;14;17
2019;11. Carabanchel;114. Vista Alegre;4;1;27;20
2019;11. Carabanchel;115. Puerta Bonita;2;4;8;9
2019;11. Carabanchel;116. Buenavista;3;3;9;18
2019;11. Carabanchel;117. Abrantes;1;1;9;6
2019;12. Usera;12. Usera;;;;
2019;12. Usera;12. Usera;2;7;38;40
2019;12. Usera;121. Orcasitas;0;2;4;5
2019;12. Usera;122. Orcasur;0;1;2;2
2019;12. Usera;123. San Fermín;0;1;5;5
2019;12. Usera;124. Almendrales;1;1;11;9
2019;12. Usera;125. Moscardó;0;2;13;13
2019;12. Usera;126. Zofío;1;0;3;6
2019;12. Usera;127. Pradolongo;1;2;12;4
2019;13. Puente de Vallecas;13. Puente de Vallecas;;;;
2019;13. Puente de Vallecas;13. Puente de Vallecas;2;9;73;74
2019;13. Puente de Vallecas;131. Entrevías;0;3;6;11
2019;13. Puente de Vallecas;132. San Diego;0;1;23;19
2019;13. Puente de Vallecas;133. Palomeras Bajas;1;1;6;17
2019;13. Puente de Vallecas;134. Palomeras Sureste;1;2;7;6
2019;13. Puente de Vallecas;135. Portazgo;0;0;13;8
2019;13. Puente de Vallecas;136. Numancia;0;2;18;13
2019;14. Moratalaz;14. Moratalaz;;;;
2019;14. Moratalaz;14. Moratalaz;2;4;17;31
2019;14. Moratalaz;141. Pavones;0;0;1;5
2019;14. Moratalaz;142. Horcajo;0;0;1;0
2019;14. Moratalaz;143. Marroquina;1;0;8;12
2019;14. Moratalaz;144. Media Legua;1;2;4;9
2019;14. Moratalaz;145. Fontarrón;0;1;1;5
2019;14. Moratalaz;146. Vinateros;0;1;2;0
2019;15. Ciudad Lineal;15. Ciudad Lineal;;;;
2019;15. Ciudad Lineal;15. Ciudad Lineal;10;8;51;90
2019;15. Ciudad Lineal;151. Ventas;3;4;12;18
2019;15. Ciudad Lineal;152. Pueblo Nuevo;0;2;11;29
2019;15. Ciudad Lineal;153. Quintana;1;0;14;14
2019;15. Ciudad Lineal;154. Concepción;5;0;7;18
2019;15. Ciudad Lineal;155. San Pascual;1;0;3;7
2019;15. Ciudad Lineal;156. San Juan Bautista;0;2;4;4
2019;15. Ciudad Lineal;157. Colina;1;0;2;9
2019;15. Ciudad Lineal;158. Atalaya;0;0;1;2
2019;15. Ciudad Lineal;159. Costillares;0;0;4;12
2019;16. Hortaleza;16. Hortaleza;;;;
2019;16. Hortaleza;16. Hortaleza;7;9;26;84
2019;16. Hortaleza;161. Palomas;0;0;0;5
2019;16. Hortaleza;162. Piovera;0;0;0;13
2019;16. Hortaleza;163. Canillas;1;2;7;32
2019;16. Hortaleza;164. Pinar del Rey;4;4;16;14
2019;16. Hortaleza;165. Apóstol Santiago;0;1;1;4
2019;16. Hortaleza;166. Valdefuentes;2;2;2;16
2019;17. Villaverde;17. Villaverde;;;;
2019;17. Villaverde;17. Villaverde;16;39;111;217
2019;17. Villaverde;171. Villaverde Alto, Casco Histórico de Villaverde;3;5;13;28
2019;17. Villaverde;172. San Cristóbal;0;2;4;4
2019;17. Villaverde;173. Butarque;0;1;2;5
2019;17. Villaverde;174. Los Rosales;1;2;11;13
2019;17. Villaverde;175. Ángeles;0;0;3;9
2019;18. Villa de Vallecas;18. Villa de Vallecas;;;;
2019;18. Villa de Vallecas;18. Villa de Vallecas;12;29;78;158
2019;18. Villa de Vallecas;181. Casco Histórico de Vallecas;2;3;10;20
2019;18. Villa de Vallecas;182. Santa Eugenia;0;6;4;11
2019;18. Villa de Vallecas;183. Ensanche de Vallecas;0;0;5;13
2019;19. Vicálvaro;19. Vicálvaro;;;;
2019;19. Vicálvaro;19. Vicálvaro;6;13;45;94
2019;19. Vicálvaro;191. Casco Histórico de Vicálvaro;3;4;10;13
2019;19. Vicálvaro;192. Valdebernardo;1;3;4;7
2019;19. Vicálvaro;193. Valderribas;0;0;0;0
2019;19. Vicálvaro;194. El Cañaveral;0;0;0;0
2019;20. San Blas-Canillejas;20. San Blas-Canillejas;;;;
2019;20. San Blas-Canillejas;20. San Blas-Canillejas;1;6;24;57
2019;20. San Blas-Canillejas;201. Simancas;1;0;7;17
2019;20. San Blas-Canillejas;202. Hellín;0;0;0;1
2019;20. San Blas-Canillejas;203. Amposta;0;1;3;1
2019;20. San Blas-Canillejas;204. Arcos;0;1;3;4
2019;20. San Blas-Canillejas;205. Rosas;0;2;7;15
2019;20. San Blas-Canillejas;206. Rejas;0;2;4;19
2019;20. San Blas-Canillejas;207. Canillejas;1;5;9;10
2019;20. San Blas-Canillejas;208. El Salvador;0;0;1;8
2019;21. Barajas;21. Barajas;;;;
2019;21. Barajas;21. Barajas;2;6;5;30
2019;21. Barajas;211. Alameda de Osuna;2;2;1;11
2019;21. Barajas;212. Aeropuerto;0;0;0;2
2019;21. Barajas;213. Casco Histórico de Barajas;0;1;2;4
2019;21. Barajas;214. Timón;0;0;1;7
2019;21. Barajas;215. Corralejos;0;3;1;6
2020;01. Centro;01. Centro;;;;
2020;01. Centro;01. Centro;79;37;70;132
2020;01. Centro;011. Palacio;11;4;5;25
2020;01. Centro;012. Embajadores;21;8;18;16
2020;01. Centro;013. Cortes;7;9;8;20
2020;01. Centro;014. Justicia;7;8;13;22
2020;01. Centro;015. Universidad;26;5;7;29
2020;01. Centro;016. Sol;7;3;19;20
2020;02. Arganzuela;02. Arganzuela;;;;
2020;02. Arganzuela;02. Arganzuela;20;11;48;75
2020;02. Arganzuela;021. Imperial;1;1;7;13
2020;02. Arganzuela;022. Acacias;7;2;8;26
2020;02. Arganzuela;023. Chopera;5;3;5;7
2020;02. Arganzuela;024. Legazpi;0;1;1;9
2020;02. Arganzuela;025. Delicias;2;2;8;7
2020;02. Arganzuela;026. Palos de Moguer;5;2;16;12
2020;02. Arganzuela;027. Atocha;0;0;3;1
2020;03. Retiro;03. Retiro;;;;
2020;03. Retiro;03. Retiro;3;11;25;50
2020;03. Retiro;031. Pacífico;1;0;7;19
2020;03. Retiro;032. Adelfas;0;1;3;5
2020;03. Retiro;033. Estrella;0;0;2;7
2020;03. Retiro;034. Ibiza;1;0;8;5
2020;03. Retiro;035. Los Jerónimos;1;10;1;6
2020;03. Retiro;036. Niño Jesús;0;0;4;8
2020;04. Salamanca;04. Salamanca;;;;
2020;04. Salamanca;04. Salamanca;17;10;41;116
2020;04. Salamanca;041. Recoletos;1;3;3;17
2020;04. Salamanca;042. Goya;2;2;15;21
2020;04. Salamanca;043. Fuente del Berro;4;1;6;18
2020;04. Salamanca;044. Guindalera;8;2;6;25
2020;04. Salamanca;045. Lista;2;0;6;15
2020;04. Salamanca;046. Castellana;0;2;5;20
2020;05. Chamartín;05. Chamartín;;;;
2020;05. Chamartín;05. Chamartín;12;8;35;100
2020;05. Chamartín;051. El Viso;0;2;3;26
2020;05. Chamartín;052. Prosperidad;2;0;10;15
2020;05. Chamartín;053. Ciudad Jardín;7;3;4;9
2020;05. Chamartín;054. Hispanoamérica;1;1;9;26
2020;05. Chamartín;055. Nueva España;2;0;4;13
2020;05. Chamartín;056. Castilla;0;2;5;11
2020;06. Tetuán;06. Tetuán;;;;
2020;06. Tetuán;06. Tetuán;10;8;69;90
2020;06. Tetuán;061. Bellas Vistas;4;2;16;7
2020;06. Tetuán;062. Cuatro Caminos;2;3;18;36
2020;06. Tetuán;063. Castillejos;1;0;14;20
2020;06. Tetuán;064. Almenara;1;1;4;9
2020;06. Tetuán;065. Valdeacederas;0;1;10;8
2020;06. Tetuán;066. Berruguete;2;1;7;10
2020;07. Chamberí;07. Chamberí;;;;
2020;07. Chamberí;07. Chamberí;16;9;47;88
2020;07. Chamberí;071. Gaztambide;2;1;11;20
2020;07. Chamberí;072. Arapiles;5;1;12;11
2020;07. Chamberí;073. Trafalgar;6;1;10;22
2020;07. Chamberí;074. Almagro;2;1;5;10
2020;07. Chamberí;075. Ríos Rosas;0;5;3;14
2020;07. Chamberí;076. Vallehermoso;1;0;6;11
2020;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;;;;
2020;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;6;16;39;105
2020;08. Fuencarral-El Pardo;081. El Pardo;1;4;1;6
2020;08. Fuencarral-El Pardo;082. Fuentelarreina;0;0;0;1
2020;08. Fuencarral-El Pardo;083. Peñagrande;1;1;6;11
2020;08. Fuencarral-El Pardo;084. Pilar;3;3;15;15
2020;08. Fuencarral-El Pardo;085. La Paz;0;2;4;8
2020;08. Fuencarral-El Pardo;086. Valverde;1;1;10;31
2020;08. Fuencarral-El Pardo;087. Mirasierra;0;0;2;15
2020;08. Fuencarral-El Pardo;088. El Goloso;0;5;1;18
2020;09. Moncloa-Aravaca;09. Moncloa-Aravaca;;;;
2020;09. Moncloa-Aravaca;09. Moncloa-Aravaca;3;17;21;84
2020;09. Moncloa-Aravaca;091. Casa de Campo;3;4;2;16
2020;09. Moncloa-Aravaca;092. Argüelles;0;5;8;11
2020;09. Moncloa-Aravaca;093. Ciudad Universitaria;0;5;1;35
2020;09. Moncloa-Aravaca;094. Valdezarza;0;2;4;8
2020;09. Moncloa-Aravaca;095. Valdemarín;0;0;0;2
2020;09. Moncloa-Aravaca;096. El Plantío;0;0;1;1
2020;09. Moncloa-Aravaca;097. Aravaca;0;1;5;11
2020;10. Latina;10. Latina;;;;
2020;10. Latina;10. Latina;16;15;55;80
2020;10. Latina;101. Los Cármenes;2;0;3;15
2020;10. Latina;102. Puerta del Ángel;5;1;13;11
2020;10. Latina;103. Lucero;3;4;8;10
2020;10. Latina;104. Aluche;4;3;21;22
2020;10. Latina;105. Campamento;0;1;4;4
2020;10. Latina;106. Cuatro Vientos;0;2;0;3
2020;10. Latina;107. Águilas;2;4;6;15
2020;11. Carabanchel;11. Carabanchel;;;;
2020;11. Carabanchel;11. Carabanchel;16;14;88;88
2020;11. Carabanchel;111. Comillas;4;0;8;11
2020;11. Carabanchel;112. Opañel;1;4;14;9
2020;11. Carabanchel;113. San Isidro;1;1;14;14
2020;11. Carabanchel;114. Vista Alegre;4;1;26;18
2020;11. Carabanchel;115. Puerta Bonita;1;4;8;10
2020;11. Carabanchel;116. Buenavista;3;3;9;20
2020;11. Carabanchel;117. Abrantes;2;1;9;6
2020;12. Usera;12. Usera;;;;
2020;12. Usera;12. Usera;3;9;45;40
2020;12. Usera;121. Orcasitas;0;2;5;3
2020;12. Usera;122. Orcasur;0;1;2;2
2020;12. Usera;123. San Fermín;0;1;4;5
2020;12. Usera;124. Almendrales;1;1;10;8
2020;12. Usera;125. Moscardó;0;2;13;14
2020;12. Usera;126. Zofío;1;0;3;6
2020;12. Usera;127. Pradolongo;1;2;8;2
2020;13. Puente de Vallecas;13. Puente de Vallecas;;;;
2020;13. Puente de Vallecas;13. Puente de Vallecas;2;9;73;70
2020;13. Puente de Vallecas;131. Entrevías;0;3;6;11
2020;13. Puente de Vallecas;132. San Diego;0;1;24;21
2020;13. Puente de Vallecas;133. Palomeras Bajas;1;1;5;15
2020;13. Puente de Vallecas;134. Palomeras Sureste;1;2;7;6
2020;13. Puente de Vallecas;135. Portazgo;0;0;13;5
2020;13. Puente de Vallecas;136. Numancia;0;2;18;12
2020;14. Moratalaz;14. Moratalaz;;;;
2020;14. Moratalaz;14. Moratalaz;1;4;15;31
2020;14. Moratalaz;141. Pavones;0;0;1;5
2020;14. Moratalaz;142. Horcajo;0;0;1;0
2020;14. Moratalaz;143. Marroquina;1;0;7;12
2020;14. Moratalaz;144. Media Legua;0;2;3;9
2020;14. Moratalaz;145. Fontarrón;0;1;1;5
2020;14. Moratalaz;146. Vinateros;0;1;2;0
2020;15. Ciudad Lineal;15. Ciudad Lineal;;;;
2020;15. Ciudad Lineal;15. Ciudad Lineal;10;8;57;110
2020;15. Ciudad Lineal;151. Ventas;3;4;12;18
2020;15. Ciudad Lineal;152. Pueblo Nuevo;0;2;12;30
2020;15. Ciudad Lineal;153. Quintana;1;0;14;15
2020;15. Ciudad Lineal;154. Concepción;4;0;6;16
2020;15. Ciudad Lineal;155. San Pascual;1;0;3;7
2020;15. Ciudad Lineal;156. San Juan Bautista;0;2;4;4
2020;15. Ciudad Lineal;157. Colina;1;0;3;7
2020;15. Ciudad Lineal;158. Atalaya;0;0;0;2
2020;15. Ciudad Lineal;159. Costillares;0;0;3;11
2020;16. Hortaleza;16. Hortaleza;;;;
2020;16. Hortaleza;16. Hortaleza;9;8;26;75
2020;16. Hortaleza;161. Palomas;0;0;0;4
2020;16. Hortaleza;162. Piovera;0;0;0;12
2020;16. Hortaleza;163. Canillas;3;2;7;27
2020;16. Hortaleza;164. Pinar del Rey;4;4;16;14
2020;16. Hortaleza;165. Apóstol Santiago;0;1;2;4
2020;16. Hortaleza;166. Valdefuentes;2;1;1;14
2020;17. Villaverde;17. Villaverde;;;;
2020;17. Villaverde;17. Villaverde;2;10;33;60
2020;17. Villaverde;171. Villaverde Alto, Casco Histórico de Villaverde;2;5;13;30
2020;17. Villaverde;172. San Cristóbal;0;2;4;4
2020;17. Villaverde;173. Butarque;0;1;2;4
2020;17. Villaverde;174. Los Rosales;0;2;11;14
2020;17. Villaverde;175. Ángeles;0;0;3;8
2020;18. Villa de Vallecas;18. Villa de Vallecas;;;;
2020;18. Villa de Vallecas;18. Villa de Vallecas;3;9;19;44
2020;18. Villa de Vallecas;181. Casco Histórico de Vallecas;2;3;10;19
2020;18. Villa de Vallecas;182. Santa Eugenia;1;6;4;12
2020;18. Villa de Vallecas;183. Ensanche de Vallecas;0;0;5;13
2020;19. Vicálvaro;19. Vicálvaro;;;;
2020;19. Vicálvaro;19. Vicálvaro;4;7;15;17
2020;19. Vicálvaro;191. Casco Histórico de Vicálvaro;3;4;10;12
2020;19. Vicálvaro;192. Valdebernardo;1;3;5;5
2020;19. Vicálvaro;193. Valderribas;0;0;0;0
2020;19. Vicálvaro;194. El Cañaveral;0;0;0;0
2020;20. San Blas-Canillejas;20. San Blas-Canillejas;;;;
2020;20. San Blas-Canillejas;20. San Blas-Canillejas;3;11;35;77
2020;20. San Blas-Canillejas;201. Simancas;1;0;7;19
2020;20. San Blas-Canillejas;202. Hellín;0;0;0;1
2020;20. San Blas-Canillejas;203. Amposta;0;1;3;1
2020;20. San Blas-Canillejas;204. Arcos;0;1;3;5
2020;20. San Blas-Canillejas;205. Rosas;1;2;7;15
2020;20. San Blas-Canillejas;206. Rejas;0;2;4;19
2020;20. San Blas-Canillejas;207. Canillejas;1;5;10;9
2020;20. San Blas-Canillejas;208. El Salvador;0;0;1;8
2020;21. Barajas;21. Barajas;;;;
2020;21. Barajas;21. Barajas;0;6;5;30
2020;21. Barajas;211. Alameda de Osuna;0;2;1;11
2020;21. Barajas;212. Aeropuerto;0;0;0;2
2020;21. Barajas;213. Casco Histórico de Barajas;0;1;2;4
2020;21. Barajas;214. Timón;0;0;1;8
2020;21. Barajas;215. Corralejos;0;3;1;5